Date,Ticker,Entry_Price,Oracle_Score,Projected_Upside,Fair_Value,F_Score,Status,Safety_Badge,Momentum_Badge,Regime_Active
2026-01-04,HINDUNILVR.NS,2348.0,45.5,-70.2,698.7,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,HINDZINC.NS,628.8,31.2,-40.9,371.8,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,POWERINDIA.NS,18803.0,9.7,-74.8,4736.88,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,HOMEFIRST.NS,1105.1,16.2,-48.5,568.79,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,HONASA.NS,292.75,30.3,-86.7,38.89,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,HONAUT.NS,33625.0,34.0,-79.3,6971.39,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,HUDCO.NS,231.42,23.0,-9.5,209.37,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,HYUNDAI.NS,2267.9,40.0,-52.6,1073.93,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,ICICIBANK.NS,1355.4,44.1,-18.5,1104.08,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,ICICIGI.NS,1973.9,43.3,-60.5,779.48,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,ICICIPRULI.NS,678.3,44.2,-81.3,126.78,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,IDBI.NS,114.73,36.2,-4.3,109.8,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,IDFCFIRSTB.NS,85.92,39.6,-68.8,26.82,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,IFCI.NS,53.62,12.0,-81.7,9.82,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,IIFL.NS,641.4,27.6,-78.5,137.85,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,INOXINDIA.NS,1130.8,35.6,-65.9,385.28,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,IRB.NS,42.81,31.8,6.1,45.41,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,IRCON.NS,179.22,14.5,-33.2,119.66,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,ITCHOTELS.NS,198.69,33.0,-84.4,31.01,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,ITC.NS,350.05,32.2,-45.9,189.53,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,ITI.NS,312.05,19.7,0.0,,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,INDGN.NS,522.55,18.5,-49.2,265.37,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,INDIACEM.NS,445.4,34.5,0.0,,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,INDIAMART.NS,2177.8,29.3,-27.2,1584.83,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,INDIANB.NS,861.4,69.2,50.2,1293.5,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,IEX.NS,134.36,0.5,-44.4,74.66,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,INDHOTEL.NS,748.65,26.0,-84.4,117.12,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,IOC.NS,166.79,48.3,-10.7,148.98,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,IOB.NS,37.23,18.8,-26.7,27.28,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,IRCTC.NS,694.85,36.1,-78.1,151.95,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,IRFC.NS,128.48,23.8,-40.1,76.97,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,IREDA.NS,146.64,15.0,-36.2,93.53,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,IGL.NS,194.34,29.1,-41.2,114.33,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,INDUSTOWER.NS,442.05,59.6,70.7,754.52,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,INDUSINDBK.NS,902.45,12.9,-43.3,511.46,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,NAUKRI.NS,1367.7,23.5,-86.1,189.44,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,INFY.NS,1640.4,39.9,-99.0,15.63,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,INOXWIND.NS,128.04,5.6,-68.7,40.12,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,INTELLECT.NS,961.25,7.2,-69.8,290.17,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,INDIGO.NS,5106.0,57.1,76.7,9023.09,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,IGIL.NS,334.6,9.1,-62.1,126.68,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,IKS.NS,1684.4,14.2,-84.9,254.7,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,IPCALAB.NS,1404.0,24.3,-76.3,332.81,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,JBCHEPHARM.NS,1850.4,34.4,-58.3,772.47,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,JKCEMENT.NS,5560.5,31.5,-92.1,439.68,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,JBMA.NS,666.6,24.4,-73.3,177.81,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,JKTYRE.NS,511.55,37.9,-91.9,41.34,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,JMFINANCIL.NS,149.06,14.3,-10.9,132.87,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,JSWCEMENT.NS,0.0,0.0,0.0,0.0,0,Data Error,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,JSWENERGY.NS,510.65,20.9,-66.2,172.82,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,JSWINFRA.NS,285.35,21.3,-99.4,1.85,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,JSWSTEEL.NS,1180.7,42.2,-56.0,519.71,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,JPPOWER.NS,17.69,49.8,87.8,33.22,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,J&KBANK.NS,102.36,59.9,185.7,292.49,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,JINDALSAW.NS,170.58,42.7,85.6,316.59,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,JSL.NS,855.4,26.9,-37.8,532.09,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,JINDALSTEL.NS,1080.3,35.6,-96.9,32.98,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,JIOFIN.NS,301.7,27.0,-87.0,39.27,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,JUBLFOOD.NS,552.95,27.3,-66.3,186.38,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,JUBLINGREA.NS,726.25,17.3,-80.8,139.37,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,JUBLPHARMA.NS,1055.4,20.2,-22.3,820.52,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,JWL.NS,338.25,11.2,-59.1,138.38,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,JYOTHYLAB.NS,284.3,32.3,-62.5,106.71,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,JYOTICNC.NS,993.95,11.2,-78.4,214.98,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,KPRMILL.NS,909.75,13.8,-38.7,557.92,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,KEI.NS,4529.6,16.0,-75.1,1127.03,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,KPITTECH.NS,1167.6,16.7,-38.6,716.52,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,KSB.NS,753.05,35.6,-89.8,76.98,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,KAJARIACER.NS,980.85,37.4,-72.2,272.45,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,KPIL.NS,1196.8,20.9,-74.3,307.42,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,KALYANKJIL.NS,495.7,5.6,-77.5,111.55,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,KARURVYSYA.NS,272.5,58.1,14.1,310.84,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,KAYNES.NS,3977.2,0.7,-83.0,677.23,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,KEC.NS,746.85,8.6,-81.6,137.48,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,KFINTECH.NS,1082.0,4.6,-74.1,280.57,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,KIRLOSBROS.NS,1645.1,10.2,-65.0,576.6,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,KIRLOSENG.NS,1261.1,34.4,-58.7,520.73,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,KOTAKBANK.NS,2195.1,42.8,-21.6,1721.27,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,KIMS.NS,632.25,31.8,-76.5,148.67,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,LTF.NS,319.75,45.1,-48.9,163.43,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,LTTS.NS,4406.6,33.7,-54.6,2001.01,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,LICHSGFIN.NS,545.55,68.9,180.6,1530.71,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,LTFOODS.NS,390.45,15.5,-74.5,99.55,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,LTIM.NS,6067.0,37.8,-69.1,1877.58,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,LT.NS,4163.4,47.3,-87.2,533.32,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,LATENTVIEW.NS,459.1,24.1,-81.4,85.44,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,LAURUSLABS.NS,1106.5,20.3,-90.7,102.69,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,THELEELA.NS,445.15,39.3,-64.1,159.91,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,LEMONTREE.NS,153.99,33.9,-43.4,87.1,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,LICI.NS,860.85,60.6,37.3,1181.94,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,LINDEINDIA.NS,5955.5,31.4,-86.1,825.13,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,LLOYDSME.NS,1348.8,10.0,-68.5,424.61,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,LODHA.NS,1085.7,8.3,-84.4,169.11,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,LUPIN.NS,2105.3,35.3,-78.8,446.23,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,MMTC.NS,67.3,16.3,-86.7,8.94,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,MRF.NS,150685.0,47.3,-86.5,20414.81,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,MGL.NS,1142.0,19.2,-69.6,347.45,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,MAHSCOOTER.NS,14237.0,23.9,-79.6,2901.74,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,MAHSEAMLES.NS,559.1,32.2,21.1,677.06,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,M&MFIN.NS,402.95,42.9,-37.5,251.87,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,M&M.NS,3802.4,42.1,-56.2,1666.85,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,MANAPPURAM.NS,311.15,34.1,-28.6,222.29,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,MRPL.NS,151.31,24.7,-48.2,78.36,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,MANKIND.NS,2202.7,35.1,-68.0,705.58,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,MARICO.NS,757.75,47.9,-81.0,143.63,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,MARUTI.NS,16960.0,52.8,-84.1,2704.31,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,MFSL.NS,1671.0,47.4,-91.2,146.69,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,MAXHEALTH.NS,1062.6,17.8,-92.6,78.53,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,MAZDOCK.NS,2494.5,6.4,-80.4,488.38,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,METROPOLIS.NS,1933.3,41.6,-70.0,579.58,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,MINDACORP.NS,602.5,38.3,-78.8,127.72,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,MSUMI.NS,49.85,50.3,-99.1,0.45,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,MOTILALOFS.NS,866.7,13.5,-25.7,643.85,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,MPHASIS.NS,2807.2,27.8,-46.6,1498.97,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,MCX.NS,2216.0,23.7,-23.2,1702.18,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,MUTHOOTFIN.NS,3820.8,36.9,-46.2,2055.13,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,NATCOPHARM.NS,893.05,19.3,14.6,1023.76,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,NBCC.NS,122.67,26.0,-84.2,19.33,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,NCC.NS,161.49,4.3,-35.6,104.04,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,NHPC.NS,83.62,38.3,-44.6,46.31,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,NLCINDIA.NS,272.0,36.6,-32.9,182.64,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,NMDC.NS,84.53,52.9,36.2,115.12,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,NSLNISP.NS,45.69,65.5,77.8,81.22,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,NTPCGREEN.NS,97.11,25.3,-91.0,8.73,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,NTPC.NS,352.1,46.9,-58.5,146.03,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,NH.NS,1921.1,34.8,-68.7,601.91,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,NATIONALUM.NS,330.3,40.4,17.4,387.9,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,NAVA.NS,573.45,34.4,24.4,713.51,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,NAVINFLUOR.NS,5903.0,40.7,-99.8,12.2,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,NESTLEIND.NS,1279.7,47.3,-94.2,74.43,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,NETWEB.NS,3024.1,18.8,-89.7,312.61,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,NEULANDLAB.NS,15276.0,21.0,-91.2,1337.55,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,NEWGEN.NS,840.15,2.2,-74.9,210.73,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,NAM-INDIA.NS,892.3,25.9,-65.0,312.39,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,NIVABUPA.NS,75.16,17.8,-76.2,17.9,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,NUVAMA.NS,1468.2,10.6,-42.8,839.21,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,NUVOCO.NS,356.55,47.1,18.9,423.82,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,OBEROIRLTY.NS,1730.0,20.8,-63.8,625.6,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,ONGC.NS,241.46,76.5,79.2,432.79,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,OIL.NS,428.85,44.0,45.3,623.09,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,OLAELEC.NS,40.89,19.1,0.0,,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,OLECTRA.NS,1248.0,21.6,-79.0,261.79,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,PAYTM.NS,1340.6,31.1,0.0,,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,ONESOURCE.NS,1799.5,19.0,0.0,,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,OFSS.NS,7731.5,28.9,-50.2,3846.99,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,POLICYBZR.NS,1781.8,16.2,-93.4,118.37,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,PCBL.NS,300.35,10.2,-43.1,170.89,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,PGEL.NS,602.7,2.5,-74.0,156.54,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,PIIND.NS,3256.6,30.5,-82.4,574.17,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,PNBHOUSING.NS,998.0,22.2,15.2,1149.85,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,PTCIL.NS,18103.0,19.0,-96.5,629.67,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,PVRINOX.NS,1030.2,69.7,149.8,2573.25,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,PAGEIND.NS,35775.0,33.8,-56.4,15591.13,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,PATANJALI.NS,557.0,42.2,-98.7,7.51,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,PERSISTENT.NS,6289.5,23.7,-85.5,914.39,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,PETRONET.NS,291.05,44.7,4.2,303.34,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,PFIZER.NS,4887.2,37.4,-56.3,2135.99,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,PHOENIXLTD.NS,1903.4,28.2,-77.6,425.82,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,PIDILITIND.NS,1478.2,44.9,-81.1,278.85,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,PPLPHARMA.NS,178.48,14.5,-85.1,26.66,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,POLYMED.NS,1769.7,11.6,-70.8,516.77,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,POLYCAB.NS,7798.0,15.7,-88.9,862.11,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,POONAWALLA.NS,480.55,29.9,-103.9,-18.84,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,PFC.NS,375.95,66.5,186.7,1077.84,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,POWERGRID.NS,270.95,40.3,-25.8,201.1,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,PRAJIND.NS,325.45,10.7,-43.4,184.25,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,PREMIERENE.NS,845.9,7.0,-70.4,250.73,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,PRESTIGE.NS,1618.8,23.5,-89.6,167.92,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,PGHH.NS,12854.0,40.7,-84.2,2029.67,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,PNB.NS,125.35,74.0,98.5,248.77,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,RRKABEL.NS,1510.5,15.7,-88.5,174.2,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,RBLBANK.NS,320.75,45.0,-44.0,179.76,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,RECLTD.NS,380.65,59.6,145.2,933.27,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,RHIM.NS,455.3,30.6,-58.2,190.27,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,RITES.NS,245.88,19.1,-34.0,162.39,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,RADICO.NS,3094.2,30.0,-93.2,210.2,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,RVNL.NS,365.85,15.1,-70.7,107.33,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,RAILTEL.NS,376.15,12.5,-61.6,144.53,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,RAINBOW.NS,1318.9,35.2,-71.1,380.83,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,RKFORGE.NS,531.4,17.5,-33.2,355.16,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,RCF.NS,149.19,53.7,188.8,430.88,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,REDINGTON.NS,276.3,8.0,-90.7,25.62,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,RELIANCE.NS,1592.3,47.6,-72.2,442.86,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,RPOWER.NS,35.93,,,,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,SBFC.NS,102.99,34.0,-52.7,48.75,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,SBICARD.NS,875.95,36.0,-64.4,311.58,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,SBILIFE.NS,2067.4,50.1,-82.0,372.32,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,SJVN.NS,83.04,18.1,-61.1,32.27,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,SRF.NS,3059.5,41.0,-78.6,655.57,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,SAGILITY.NS,52.97,30.6,-32.0,36.01,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,SAILIFE.NS,921.7,22.8,-86.5,124.61,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,SAMMAANCAP.NS,148.61,17.8,-331.5,-344.04,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,MOTHERSON.NS,122.04,30.1,-79.3,25.29,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,SAPPHIRE.NS,252.0,25.3,-53.6,117.04,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,SARDAEN.NS,523.0,21.1,-66.8,173.59,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,SAREGAMA.NS,357.95,8.6,-61.9,136.49,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,SCHAEFFLER.NS,3874.3,33.8,-97.6,94.87,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,SCHNEIDER.NS,717.3,16.5,-77.9,158.4,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,SCI.NS,235.08,20.4,-21.2,185.2,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,SHREECEM.NS,27045.0,39.0,-87.1,3497.31,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,SHRIRAMFIN.NS,1010.35,34.9,-22.2,785.66,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,SHYAMMETL.NS,850.3,32.1,-40.6,504.96,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,ENRIN.NS,2546.7,22.2,-41.1,1500.6,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,SIEMENS.NS,3097.7,22.8,-70.5,914.15,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,SIGNATURE.NS,1127.0,25.3,-55.5,502.06,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,SOBHA.NS,1490.6,17.6,-93.3,99.38,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,SOLARINDS.NS,12336.0,22.6,-79.7,2498.95,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,SONACOMS.NS,486.35,32.0,-81.7,89.1,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,SONATSOFTW.NS,365.15,11.4,-12.1,321.14,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,STARHEALTH.NS,459.75,44.3,-63.0,169.95,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,SBIN.NS,998.95,69.7,30.1,1300.0,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,SAIL.NS,147.47,32.7,-6.2,138.33,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,SUMICHEM.NS,468.7,27.4,-72.0,131.2,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,SUNPHARMA.NS,1728.0,43.9,-55.4,770.14,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,SUNTV.NS,582.85,44.2,-13.8,502.26,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,SUNDARMFIN.NS,5293.0,25.9,-50.2,2638.29,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,SUNDRMFAST.NS,941.8,37.3,-97.8,20.28,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,SUPREMEIND.NS,3534.1,18.9,-96.1,137.97,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,SUZLON.NS,54.28,18.4,-85.0,8.14,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,SWANCORP.NS,462.85,13.7,-19.5,372.8,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,SWIGGY.NS,387.2,22.4,0.0,,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,SYNGENE.NS,658.4,21.0,-76.7,153.09,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,SYRMA.NS,741.9,19.3,-81.6,136.4,5,Active,⚠️ MED,🚀 FAST,BULLISH
